topic	sentence0내일 반품할 노트북이 삼성인지 엘지인지 알려주세요0내일 삼성노트북을 반품할거에요 엘지노트북을 반품할거에요0내일 삼성노트북이랑 엘지노트북 중에 어떤 노트북을 반품하는거에요0혹시 내일 반품할 노트북이 삼성과 엘지 중에 무엇인지 아시나요0내일 노트북 반품이 삼성노트북인지 엘지노트북인지 확인부탁드립니다�립니다
3	이번달 십오일하고 십육일 중 언제가 승진 발표날인지 좀 물어봐도 될까요
3	이번달 십오일이랑 십육일 중에 승진 발표일이 언제였지
3	우리 이번달 십오일이랑 십육일 중에 언제가 승진 발표일이지
3	언제 승진발표일이냐 이번달 십오일이랑 십육일 중에
3	이달 승진 발표일이 언제였지 십오일하고 십육일 중이었는데
3	있잖아 이번달 십오일하고 십육일 중 언제가 승진 발표날인지 물어봐도 되려나
3	이번주 화요일 회의가 화상이랑 대면 중에 어떤 건가요
3	이번주 회의가 화요일에 화상이랑 대면 중에 어떤 건지 아시나요
3	화상이랑 대면 중에 어떤거죠 이번주 회의요
3	이번주 회의 대면이랑 화상 중에 뭐죠
3	이번주 회의가 뭐였나요 대면이랑 화상 중에서요
3	이번주 화요일에 하는 회의가 화상이랑 대면 중에 어떤거지
3	이번주 회의가 화요일에 하는거 그거 화상이랑 대면 중에 어떤거지 아니
3	화상이랑 대면 중에 어떤거지 우리 이번주에 하는 회의
3	이번주 회의가 대면이랑 화상 중에 뭐냐
3	이번주 회의가 뭐였냐 대면이랑 화상 중에
3	오늘 예약한 마사지샵 위치가 일층이랑 이층 중에 어딘가요
3	오늘 예약했던 마사지샵 위치가요 거기가 일층이랑 이층 중에 어디죠
3	그 일층이랑 이층 중에 마사지샵 위치가 어디인지 아시나요 오늘 예약한 곳이요
3	그 오늘 예약한 곳 마사지샵 거기 일층이랑 이층 중에 어디입니까
3	일층이랑 이층 중에 어딘지 좀 물어봐도 될까요 오늘 예약한 마사지샵의 위치요
3	오늘 예약한 마사지샵 위치가 일층 이층 중에 어디야
3	오늘 예약했던 마사지샵 위치 말이야 거기가 일층이랑 이층 중에 어디지
3	그 이층 이층 중에 마사지샵 위치가 어딘지 아니 오늘 예약한 곳인데
3	오늘 예약한 곳 마사지샵 거기 일층이랑 이층 중에 어디냐
3	일층이랑 이층 중에 어딘지 물어봐도 되니 오늘 예약한 마사지샵 위치
3	중고나라 직거래 날이 내일이랑 내일 모레 중에 언제죠
3	내일이랑 내일 모레 중에 언제가 중고나라 직거래 날인가요
3	중고나라 직거래 날 그거 내일 모레랑 내일 중에 언젠지 혹시 아시나요
3	그 중고나라 직거래 날이요 내일이랑 내일 모레 중에 언제입니까
3	중고나라 직거래 날이 혹시 언제죠 내일이랑 내일 모레 중에서요
3	중고나라 직거래 날이 내일이랑 내일 모레 중 언제냐
3	나 내일이랑 내일 모레 중에 언제가 중고나라 직거래 날이니
3	중고나라 직거래 하는 날 그게 내일 모레랑 내일 중에 언제인지 아니
3	그 중고나라 직거래 내일이랑 내일 모레 중 언제야
3	중고나라 직거래 날이 혹시 언제야 내일이랑 내일 모레 중에
3	이번주랑 다음주 중에 부모님이랑 밥 먹기로 한 날짜가 언제죠
3	부모님이랑 식사하기로 했던 날짜가 이번주랑 다음주 중에 어느 때입니까
3	이번주랑 다음주 중에 그 언제였죠 부모님이랑 식사하기로 했던 날이요
3	부모님이랑 식사하기로 했던 날이 이번주하고 다음주 중에 언젠지 혹시 아십니까
3	부모님하고 식사하기로 했던 날이 언제인지 좀 물어봐도 될까요 이번주랑 다음주 둘 중에서요
3	이번주랑 다음주 중에 부모님이랑 식사 하기로 한 날짜가 언제더라
3	부모님이랑 식사하기로 한 날짜가 이번주랑 다음주 중에 어느 때야
3	나 이번주랑 다음주 중에 언제지 부모님이랑 밥먹는 날
3	부모님이랑 식사하기로 한 날이 이번주랑 다음주 중 하난데 혹시 언젠지 알아
3	부모님하고 식사하기로 한 날이 언제인지 물어봐도 되니 이번주랑 다음주 둘 중 인것 같은데
3	금일 세시하고 세시반 중에 스냅사진 찍는 거 언제 예약했었죠
3	스냅사진 찍는 거 예약 시간이 오늘 세시하고 세시 반 중에 언제였나요
3	금일 세시와 세시 반 중에 스냅사진 예약 시간이 언제인지 물어봐도 될까요
3	오늘 세시랑 세시 반 중에 언제입니까 스냅사진 찍으려고 예약했던 거요
3	스냅사진 예약 시간은 금일 세시랑 세시 반 중에 언젠지 물어봐도 될까요
3	오늘 세시하고 세시반 중에 스냅사진 찍는거 언제로 예약했지
3	오늘 스냅사진 찍는거 예약 시간이 세시하고 세시 반 중에 언제였니
3	오늘 세시랑 세시 반 중에 스냅사진 찍는거 예약 시간이 언제인지 물어봐도 되니
3	나 오늘 세시랑 세시 반 중에 언제지 스냅사진 찍으려고 예약한거
3	스냅사진 예약한 시간 그거 오늘 세시랑 세시 반 중에 언제인지 물어봐도 되니
3	이번주 목요일하고 금요일 중 디자인 초안 마감일이 언제인가요
3	이번주 목요일 금요일 둘 중에 디자인 초안 마감일은 언제죠
3	디자인 초안 마감일 그거 이번주 목요일하고 금요일 둘 중에 언제인가요
3	디자인 초안 마감날짜가 이번주 목요일하고 금요일 중에 어느 날인가요
3	이번주 목요일하고 금요일 중 디자인 초안 마감날짜가 언제 되는지 혹시 아시나요
3	이번주 목요일하고 금요일 중에 디자인 초안 마감일이 언제야
3	나 이번주 목 금 중에 디자인 초안 마감해야하는 날이 언제니
3	나 디자인 초안 마감일 그거 이번주 목 금 중에 언제냐
3	디자인 초안 마감일있잖아 그거 이번주 목 금 중에 어느날이야
3	이번주 목 금 중에 디자인 초안 마감날짜가 어떻게 되는지 알고있니
3	집 보러 오시는 분 오늘이랑 내일 중 언제 오시나요
3	집 보러 오신다고 하셨던 분이 오늘이랑 내일 중에 언제인가요
3	오늘이랑 내일 중에 언제 집 본다고 하신분 온다고 하셨나요
3	집 보러 오시는 분 오늘하고 내일 둘 중에 언제였나요
3	오늘하고 내일 중에 언제 집 보러 오신 분 오신다고 하셨죠
3	집 보러 오시는 분 있잖아 그 분 오늘이랑 내일 중에 언제와
3	집 보러 온다고 한 분 오늘이랑 내일 중에 언제지
3	있잖아 오늘 내일 중에 언제 집보러 온다고 했지
3	집 보러 오는 거 오늘 내일 중에 언제야
3	오늘이랑 내일 중에 언제 집 보러 오는 사람 온다고 했지
3	삼성전자 입사 면접이랑 네이버 입사 면접 중에 어느게 더 먼저인가요
3	입사 면접 그거 삼성전자랑 네이버 중에 어느 게 먼저입니까
3	삼성전자랑 네이버 중에 어떤 게 입사면접이 빠른가요
3	입사 면접이 빠른 게 어떤 건가요 삼전이랑 네이버 중에서요
3	삼전이랑 네이버 입사면접 둘 중에 어디가 더 먼저 하나요
3	삼성전자 입사 면접이랑 네이버 입사면접 중에 어느게 먼저냐
3	입사 면접 그거 삼성전자랑 네이버 중에 어느게 먼저니
3	있잖아 삼성전자랑 네이버 중에 어떤게 입사면접 일정이 빠르니
3	입사면접이 빠른게 어떤거야 삼성전자이랑 네이버 중에
3	삼전이랑 네이버 입사 면접 중에 어떤걸 더 먼저 하냐
3	집 계약일이 목요일이랑 금요일 중에 언제인가요
3	목요일이랑 금요일 중에 집 계약 날짜가 언제입니까
3	언제가 집 계약날이죠 목요일이랑 금요일 중에서요
3	목요일이랑 금요일 중에 집 계약날이 언젠지 아시나요
3	집 계약 날짜가 금요일하고 목요일 둘 중에 언젠지 혹시 물어봐도 될까요
3	집 계약하는 날이 목 금 중에 언제야
3	목요일 금요일 중에 집 계약 날짜가 언제지
3	언제가 집 계약날이지 목요일이랑 금요일 중에
3	목요일이랑 금요일 중에 집 계약하는 날이 언젠지 아니
3	나 집 계약 날짜가 금요일하고 목요일 둘 중에 언젠지 물어봐도 될까
3	여기서 강남이랑 종로 중에 더 가까운 곳이 어딘가요
3	지금 있는 곳에서 강남 종로 둘 중에 가까운 곳은 어딥니까
3	강남이랑 종로 둘 중에 여기서 더 가까운 곳은 어딘지 혹시 아시나요
3	그 둘 중 가까운 곳이 어디죠 지금 여기서 강남이랑 종로까지 둘 중에서요
3	현 위치에서 강남이랑 종로 중에 더 가까운 곳은 어느 곳인가요
3	나 있는 곳에서 강남이랑 종로 중에 더 가까운 곳이 어디지
3	지금 나 있는 곳에서 강남이랑 종로 둘 중에 가까운 곳이 어디야
3	강남이랑 종로 중에 여기서 더 가까운 곳이 어디니
3	그 뭐냐 둘 중에 가까운 곳이 어디냐 나 지금 여기서 강남이랑 종로 중에
3	지금 내 위치에서 강남이랑 종로 중에 더 가까운 곳이 어디야
3	금일 다섯시 여섯시 중에 회의록 제출 시간은 언제인가요
3	오늘 다섯시 여섯시 중에 언제 회의록을 제출하면 되나요
3	회의록 제출하는 거 오늘 다섯시랑 여섯시 중에 언제까지 제출해야하나요
3	오늘 다섯시랑 여섯시 중에 회의록을 언제 제출하면 되는지 물어봐도 될까요
3	오늘 회의록 제출하는 거 그거 언제까지 제출해야하죠 다섯시랑 여섯시 중에서요
3	오늘 다섯시랑 여섯시 중에 회의록 제출 시간이 언제야
3	오늘 다섯시 여섯시 중에 언제 회의록 제출해야하냐
3	왜 있잖아 그 회의록 제출하는거 그거 오늘 다섯시랑 여섯시 중에 언제까지지
3	오늘 다섯시랑 여섯시 중에 회의록 언제까지 제출하면 되는지 알고있니
3	오늘 회의록 제출하는거 그거 언제까지 제출해야되니 다섯시랑 여섯시 중이었는데
3	이번달 이십일하고 이십일일 중 야근 보고서 기한일은 언제죠
3	이번달 이십일하고 이십일일 중 야근 보고서 기한이 어떻게 되나요
3	이번달 야근 보고서 기한이 어떻게 되는지요 이십일하고 이십일일 중에서요
3	이번달 야근 보고서 기한이 이십일하고 이십일일 중 언제입니까
3	그 이번달 이십일하고 이십일일 중 언젠지 혹신 아시나요 야근 보고서 기한이요
3	이번달 이십일하고 이십이일 중에 야근 보고서 기한일이 언제야
3	나 왜 이번달 이십일하고 이십일일 중 야근 보고서 기한이 어떻게 되지
3	있잖아 나 이번달 야근 보고서 기한이 어떻게 되지 이십일하고 이십일일 중에
3	이번달에 야근보고서 기한있잖아 그게 이십일하고 이십일일중에 언제야
3	이번달 이십일하고 이십일일 중에 언젠지 기억나냐 나 야근보고서 기한일
3	금일 다섯시랑 여섯시 중에 디자인 최종 제출시간이 언제인가요
3	오늘 다섯시랑 여섯시 중에 언제가 디자인 최종 제출시간인가요
3	디자인 최종 제출 해야되는 시간이 오늘 다섯시랑 여섯시 둘 중에 언젠지 아시나요
3	그 오늘 디자인 제출 시간 최종이 다섯시랑 여섯시 중 언제죠
3	언제가 디자인 제출 시간 최종인가요 다섯시랑 여섯시 중에서요
3	오늘 다섯시랑 여섯시 중에 디자인 최종 제출 데드라인이 언제야
3	오늘 다섯시랑 여섯시 중 언제가 디자인 최종 제출시간이니
3	디자인 최종 제출 시간이 오늘 다섯시랑 여섯시 중에 언제였지
3	그 뭐냐 오늘 디자인 최종으로 제출해야하는 시간이 다섯시 여섯시 중에 언제냐
3	언제가 디자인 제출 시간 데드라인이지 다섯시랑 여섯시 중에
3	이번달과 다음달 중 출장 날짜는 언제죠
3	이번달과 다음달 중 출장 날짜는 언제인지 물어봐도 됩니까
3	출장 날짜가 언제였죠 이번달이랑 다음달 중에요
3	이번달과 다음달 중 출장 날짜는 언제입니까
3	이번 달이랑 다음 달 중에 출장 날짜가 언제였나요
3	이번달이랑 다음달 중 출장 날짜는 언제야
3	이번달과 다음달 중 출장 날짜는 언제인지 아니
3	출장 날짜가 언제였지 이번달이랑 다음달 중에
3	이번달과 다음달 중 출장 날짜는 언제니
3	이번 달이랑 다음 달 중에 출장 날짜가 언제였지
3	이번주 동기 모임 장소요 동천역이랑 서현역 중에 어디인가요
3	동천역이랑 서현역 중에 어디서 이번주 동기 모임 장소가 있나요
3	동기 모임 장소 이번주에 있잖아요 그거 동천역이랑 서현역 중에서 어디죠
3	이번주 그 동기모임 장소 있잖아요 동천역이랑 서현역 중 어딘지 혹시 아시나요
3	동천역이랑 서현역 둘 중에 어딘지 아시나요 이번주 동기모임 장소요
3	이번주에 동기모임 장소 동천역이랑 서현역 중에 어디야
3	동천역이랑 서현역 중 어디서 이번주에 동기모임 하기로 했냐
3	동기 모임 장소 이번주에 하잖아 그거 동천역이랑 서현역 중에 어디니
3	이번주에 그 동기모임 장소 동천역이랑 서현역 중에 어딘지 알고있니
3	동천역이랑 서현역 중에 어딘지 아니 이번주 동기모임 장소말이야
3	금일 다섯시와 여섯시 중 전자결재 제출 시간이 어떻게 되나요
3	오늘 다섯시랑 여섯시 둘 중에 전자결재 제출 시간이 어떻게 되죠
3	오늘 다섯시랑 여섯시 둘 중에 전자결재 제출 시간이 언젠지 혹시 물어봐도 될까요
3	오늘 전자결재 제출 시간이 다섯시하고 여섯시 둘 중에 언제죠
3	오늘 다섯시하고 여섯시 중 언제인가요 전자결재 제출 시간이요
3	오늘 다섯시랑 여섯시 중에 전자결재 제출 시간이 어떻게 돼
3	오늘 다섯시 여섯시 중에 전자결재 제출 시간이 언제야
3	야 오늘 다섯시랑 여섯시 둘 중에 전자결재 제출 시간이 언젠지 좀 알려줘
3	오늘 나 전자결재 제출 시간이 다섯시랑 여섯시 중에 언제냐
3	오늘 다섯시랑 여섯시 중에 언제야 전자결재 제출 시간
3	오늘과 내일 중에 기획서 초안 마감일은 언제죠
3	기획서 초안 마감일은 오늘과 내일 중 언제입니까
3	오늘과 내일 중에 언제가 기획서 초안 마감날이죠
3	기획서 초안 마감날이 오늘하고 내일 중에 언제인지 좀 아시나요
3	언제인지 물어봐도될까요 기획서 초안 마감일이요
3	오늘이랑 내일 중 기획서 초안 마감일이 언제야
3	기획서 초안 마감일이 오늘이랑 내일 중에 언제냐
3	오늘 내일 중에 언제가 기획서 초안 마감일이지
3	기획서 초안 마감일이 오늘이랑 내일 중에 언제였는지 알고있니
3	언제였지 왜 기획서 초안 마감일 있잖아
3	이번달과 다음달 중 사직서 처리가 있는 달이 언제인가요
3	사직서 처리 있는 달이 이번달하고 다음 달 중에 언제죠
3	이번달하고 다음 달 중 언제가 사직서 처리하는 달인가요
3	사직서 처리하는 월이 이번달하고 다음달 중에 언제인지요
3	사직서 처리달이 이번달하고 다음달 중 언제인지 혹시 아시나요
3	이번달이랑 다음달 중에 사직서 처리 있는 달이 언제야
3	사직서 처리있는 달 가르쳐줘 이번달하고 다음달 중에
3	이번달하고 다음달 중에 언제가 사직처 처리하는 달이지
3	사직서 처리하는 월이 이번달 다음달 중에 언제야
3	사직서 처리해야하는 달이 이번달하고 다음달 중에 언제인지 기억나니
3	전주와 경주 중에 제 출장지는 어느 곳인가요
3	전주와 경주 중에 어디가 제 출장지인지 혹시 아십니까
3	어디가 저의 출장지인가요 전주와 경주 둘 중이에요
3	전주와 경주 중에 저의 출장지는 어디입니까
3	전주와 경주 중에 제 출장지가 어디였었죠
3	전주와 경주 중에 내 출장지가 어디야
3	전주와 경주 중에 어디가 내 출장지인지 아니
3	어디가 내 출장지더라 전주랑 경주 중에
3	전주와 경주 중에 내 출장지가 어디인지 아니
3	전주와 경주 중에 내 출장지가 어디였지
3	적금 만기일이 두달 뒤랑 세달 뒤 중 언제죠
3	적금 만기날이 두달 뒤랑 세달 뒤 중 언제인가요
3	두달 뒤랑 세달 뒤 중 언제가 적금 만기일인가요
3	적금 만기일이 두달이랑 세달 뒤 중에 언제인지 아시나요
3	혹시 두달 뒤랑 세달 뒤 중에 언제가 적금 만기날이죠
3	나 적금 만기일이 두달 뒤랑 세달 뒤 중 언제야
3	나 적금 만기하는 날이 두달이랑 세달 뒤중 언제였지
3	두달 뒤랑 세달 뒤 중에 언제가 나 적금 만료일이지
3	적금 타는 날이 두달 뒤랑 세달 뒤 중에 언제였지
3	두달 뒤랑 세달 뒤 중 언제가 적금 나 만기날이냐
3	금일과 명일 중에 제 미팅 날짜는 언제인가요
3	오늘이랑 내일 중에 제 거 미팅 날이 언제죠
3	제 미팅 날이 오늘 내일 중에 언젠지 혹시 아시나요
3	오늘하고 내일 중에 언제가 제 미팅날이죠
3	그 제 미팅날이 오늘하고 내일 중에 언제였죠
3	오늘이랑 내일 중에 나 미팅 날이 언제야
3	오늘 내일 중에 내꺼 미팅이 언제니
3	나 미팅 날이 오늘 내일 중에 언젠지 혹시 아니
3	오늘 내일 중에 언제가 내 미팅 날이냐
3	그 뭐냐 나 미팅하는 날이 오늘이랑 내일 중에 언제였지
3	오후 세시랑 네시 중에 전략회의 시간은 언제인가요
3	오후 세시하고 네시 중에 전략회의 시간 때가 언제입니까
3	전략회의 때가 오후 세시랑 네시 중에 언제죠
3	전략회의 일정이 이따가 낮에 세시랑 네시 중 언제인지요
3	전략회의 떄가 낮 세시랑 네시 중에 어떤 겁니까
3	오후 세시랑 네시 중에 전략회의 시간은 언제야
3	오후 세시하고 네시 중에 전략회의 시간 때가 언제니
3	전략회의 때가 오후 세시랑 네시 중에 언제냐
3	전략회의 일정있잖아 이따가 낮에 세시랑 네시 중에 언제지
3	전략회의가 낮 세시랑 네시 중에 어떤거지
3	거래처 점심약속이 오늘이랑 내일 중에 언제죠
3	거래처 점심약속이 어느 때인가요 오늘이랑 내일 중에서요
3	오늘이랑 내일 중에 언제가 거래처 점심약속인가요
3	거래처 점심약속이요 오늘이랑 내일 중에 언제인지 혹시 아시나요
3	오늘이랑 내일 중 언제가 거래처 점심약속인지 혹시 아십니까
3	거래처 점심약속 있잖아 그거 오늘이랑 내일 중에 언제니
3	거래처 점심약속이 어느 때야 오늘이랑 내일 중에서
3	오늘이랑 내일 중에 언제가 거래처 점심 약속있는 날이지
3	거래처 점심약속 그게 오늘이랑 내일 중에 언제로 잡앗지
3	오늘이랑 내일 중에 언제 거래처 점심약속인지 알면 말해줘
3	클라이언트 방문 시간이 그 언제였죠 오늘 오후 한시랑 두시 중에서요
3	금일 오후 한시랑 두시 중에 클라이언트 방문 때가 언젠지 혹시 아십니까
3	클라이언트 방문시간이 금일 오후 한시랑 두시 둘 중에 언젠지 좀 아시나요
3	클라이언트분이 오후 한시랑 두시 둘 중에 언제 온다고 했는지 혹시 아십니까
3	클라이언트분 오후 한시하고 두시중에 언제 온다고 하셨습니까
3	있잖아 클라이언트 방문시간이 언제였지 오늘 오후 한시랑 두시 중에
3	오늘 오후 한시랑 두시 중에 클라이언트 방문하잖아 그거 언제인지 혹시 알고 있니
3	오늘 고객 방문 시간이 오후 한시랑 두시 중에 언제였지
3	클라이언트 오후 한시랑 두시 중에 언제온다고 헀는지 너 아니
3	고객 만나는거 오후 한시랑 두시 중에 언제 온다고 했지
3	여섯시와 일곱시 중 내일 첫 일정 시작 시각이 언제죠
3	여섯시랑 일곱시 둘 중에 첫 일정 시작 때가 언제인지 알려주시겠습니까
3	첫 일정 시작 시간이 여섯시와 일곱시 중에 언제입니까
3	첫 일정 시작 때가 여섯시였나요 일곱시 중에 뭐였나요
3	첫 일정 시작 시간이 여섯시 일곱시 둘 중에 언제인지 여쭈어봐도 되겠습니까
3	여섯시랑 일곱시 중에 내일 첫 일정 시작하는 시각이 언제야
3	여섯시랑 일곱시 중에 첫 일정 시작하는 시간이 언제인지 알려줘
3	첫 일정 시작 시간 여섯시랑 일곱시 중에 언제니
3	첫 일정 시작하는 때가 여섯시인가 일곱시인가 몇시지
3	처음 일정 시작하는 시간이 여섯시랑 일곱시 둘 중에 언제인지 아니
3	새 차 인수일이 이번주 수요일하고 다음주 수요일 중에 언제인가요
3	새 차 인수 날짜가 이번주랑 다음주 수요일 중에 언제죠
3	그 새 차 받는 날이 다음주랑 이번주 수요일 중에 어떻게 되나요
3	이번주랑 다음주 수요일 중에 언제가 새 차 인수 받는 날입니까
3	새 차 받는 날이 언젠지 좀 물어봐도 될까요 이번주랑 다음주 수요일 중에서요
3	새 차 받는 날이 이번주 수요일하고 다음주 수요일 중에 언제였니
3	새 차 인수가 이번주랑 다음주 수요일 중에 언제더라
3	새 차 받는 날이 다음주랑 이번주 수요일 중에 어떻게 됐지
3	이번주랑 다음주 수 중에 언제가 새 차 받는 날이지
3	새 차 받는 날이 언제인지 알려줄래 이번주랑 다음주 수요일 중에
3	개발자하고 디자이너 중에 다음주 미팅 참석자는 누구죠
3	다음주 미팅 참석자말입니다 개발자랑 디자이너 중에 누구입니까
3	다음주 미팅 참석자가 개발자랑 디자이너 중에 누가 되는 거죠
3	개발자랑 디자이너 중에 누가 다음주 미팅 참석자입니까
3	다음주에 개발자랑 디자니어 중에 누가 미팅에 참석하는지 물어봐도 될까요
3	개발자하고 디자이너 중에 다음주에 미팅 참석자는 누구야
3	다음주 미팅 참석자 말이야 개발자랑 디자이너 중에 누구야
3	우리 다음주에 하는 미팅 참석자가 개발자랑 디자이너 중에 누가 되는거니
3	개발자랑 디자이너 중에 누가 다음주 미팅 참석자야
3	우리 다음주에 개발자 디자이너 중에 누가 미팅에 참석하는지 물어봐도 되니
3	금일 점심과 저녁 중 회식 일정이 언제입니까
3	회식 일정이 금일 점심하고 저녁 둘 중에 언젠지 혹시 아시나요
3	금일 점심하고 저녁 둘 중에 회식 때가 언제죠
3	회식 일정이 어떻게 되는지 혹시 아시나요 오늘 점심하고 저녁 둘 중에서요
3	회식 일정 그거요 금일 점심하고 저녁 둘 중에 언제였었죠
3	오늘 점심이랑 저녁 중에 회식일정이 언제로 잡혔니
3	오늘 하는 회식 일정이 오늘 점심하고 저녁 둘 중에 언제인지 아니
3	오늘 점심하고 저녁 중에 회식 언제한대
3	회식 일정 어찌 되나 혹시 아니 오늘 점심하고 저녁 둘 중에
3	회식 일정 그거 오늘 점심하고 저녁 둘 중에 언제였지
3	다음주 친구 아들 돌잔치 장소요 신라호텔이랑 워커힐호텔 둘 중에 어디였죠
3	다음주에 친구 아들 돌잔치 그거요 신라호텔이랑 워커힐호텔 둘 중에 어디서 한다고 했나요
3	다음주 친구 아들 돌잔치 장소는 신라호텔과 워커힐호텔 중에 어디서 한답니까
3	신라호텔이랑 워커힐호텔 둘 중에 어디였죠 다음주 친구 아들 돌잔치 장소요
3	다음주 친구 아들 돌잔치 장소가 그 워커힐인가요 아니면 신라호텔인가요 둘 중 어디죠
3	다음주에 친구 아들 돌잔치하잖아 거기 장소가 신라호텔이랑 워커힐호텔 중에 어디니
3	다음주에 있는 친구 아들 돌잔치 그거 신라랑 워커힐 호텔 중에 어디서 한다했지
3	나 다음주 친구 아들 돌잔치 장소가 신라랑 워커힐 중에 어디냐
3	신라호텔이랑 워커힐호텔 중에 어디였니 다음주에 하는 친구 아들 돌잔치 장소말이야
3	나 다음주에 친구 아들 돌잔치 가야되는데 거기가 워커힐이냐 아니면 신라냐
3	목요일 오전 열시랑 오후 두시 중 회의 할 수 있는 일정이 어떻게 되죠
3	오전 열시랑 오후 두시 중에 목요일에 회의할 수 있는 일정이 언제죠
3	목요일에 회의할 수 있는 때가 아침 열시랑 낮 두시 중에 언제입니까
3	목요일 아침 열시랑 낮 두시 중 언제가 회의할 수 있는 때인가요
3	회의 가능한 날이 목요일 오전 열시랑 낮 두시 중에 언젠지 좀 아시나요
3	목요일 오전 열시랑 오후 두시 중 회의할 수 있는 일정이 어떻게 돼
3	나 오전 열시랑 오후 두시 중에 목요일에 회의할 수 있는 일정이 언제지
3	목요일에 회의할 수 있는 시간이 아침 열시랑 낮 두시 중에 언제야
3	목요일 아침 열시랑 낮 두시 중에 언제가 회의할 수 있는 때지
3	우리 회의하는 날 목요일 오전 열시랑 낮 두시 중에 언젠지 알고있니
3	할머니댁 방문 요일이 언젠지 물어봐도 됩니까 이번주 금요일 점심이랑 저녁 중에요
3	이번주 금요일 점심과 저녁 둘 중에 할머니댁을 방문하는 때가 언제인가요
3	이번주에 할머니댁 방문하는 시간이 금요일 점심이랑 저녁 중에 언제죠
3	금요일 점심하고 저녁 둘 중에 어느 때였죠 이번주 할머니댁 방문하는 때요
3	이번주 할머니댁 방문하는 시간 그거요 금요일 점심하고 저녁이랑 언제였는지 아시나요
3	할머니댁 방문 요일이 언젠지 물어봐도 될까 이번주 금요일 점심이랑 저녁중에
3	우리 이번주 금요일 점심과 저녁 중에 있잖아 할머니댁 가는 때가 언제야
3	이번주에 나 할머니댁 가는 시간이 금요일 점심이랑 저녁 중에 언제지
3	금요일 점심하고 저녁 중에 언제냐 이번주에 할머니댁 가는 날
3	이번주에 할머니댁 방문하는 시간 그거 금요일 점심이랑 저녁 중에 언제였는지 아니
3	이번달 이십오일과 이십칠일 중 연말정산 마감일은 언제죠
3	이번달 이십오일이랑 이십칠일 둘 중에 언제가 연말정산 마감일인가요
3	언제가 마감날인가요 이번달 연말정산이요 이십오일이랑 이십칠일 둘 중에서요
3	이번달 연말정산 마감 때가 이십오일하고 이십칠일 중 언젠지 혹시 아시나요
3	혹시 물어봐도 될까요 이번달 연말 정산 마감 때가 이십오일하고 이십칠일 중 언제인지 말이에요
3	이번달 이십오일이랑 이십칠일 중에 연말정산 마감일이 언제야
3	나 이번달 이십오일 이십칠일 둘 중에 언제가 연말정산 마감일인지 좀 알려줘
3	언제가 마감일이냐 이번달 연말정산일 이십오일이랑 이십칠일 중 인것 같은데
3	이번달 연말정산 마감때가 이십오일하고 이십칠일 중 언젠지 기억나니
3	물어봐도 되니 이번달 연말정산 마감때가 이십오일하고 이십칠일 중에 언제인지
3	세시와 네시 중에 언제가 제 미팅시간이죠
3	세시하고 네시 중에 제 미팅 시간이 어떻게 되나요
3	제 미팅 시간대가 세시하고 네시 중에 언제인가요
3	제 미팅 시간이 언제인지 아십니까 세시랑 네시 둘 중에요
3	세시랑 네시 중에 미팅 시간이 언젠지 물어봐도 될까요 제 미팅 시간이요
3	세시랑 네시 중에 언제가 내 미팅 시간이지
3	야 세시랑 네시 중에 나 미팅시간이 어떻게 돼
3	나 미팅 시간대가 세시랑 네시 중에 언제야
3	나 미팅 시간 언제인지 앎 세시 네시 중에
3	세시 네시 중에 미팅시간이 언젠지 물어봐도 될까 나 미팅시간
3	이번주 월요일하고 다음주 월요일 중에 부서회의 날짜는 언제죠
3	이번주하고 다음주 월요일 중에 부서회의 날이 언젠지 혹시 아시나요
3	부서회의 날짜가 이번주랑 다음주 월요일 중에 언제인가요
3	이번주 월요일하고 다음주 중에 언제가 부서회의 날짜입니까
3	부서회의날이 이번주랑 다음주 월요일 중에 언제인지 좀 아시나요
3	이번주 월요일하고 다음주 월요일 중에 부서회의가 잡힌 날이 언제니
3	혹시 이번주랑 다음주 월요일 중에 부서회의 날이 언제인지 아니
3	부서회의 날짜가 이번주랑 다음주 월요일 중에 언제야
3	이번주 월하고 다음주 월 중에 언제가 부서회의 날짜냐
3	부서회의 하는 날 있잖아 이번주랑 다음주 월요일 중에 언제인지 좀 아니
3	금일 오후 다섯시랑 다섯시 반 중에 아이디어 회의 시간은 언제죠
3	오늘 다섯시랑 다섯시 반 둘 중에 언제가 아이디어 회의시간인가요
3	오늘 아이디어 회의가 다섯시랑 다섯시반 중에 언제죠
3	다섯시랑 다섯시 반 중에 언제 오늘 회의가 진행되나요
3	오늘 다섯시랑 다섯시 반중에 언제 회의가 진행될 예정인가요
3	오늘 오후 다섯시랑 다섯시 반 중에 아이디어 회의하는 시간이 언제지
3	야 오늘 다섯시랑 다섯시 반 중에 언제가 아이디어 회의시간이냐
3	있잖아 오늘 아이디어 회의 있잖아 그게 다섯시랑 다섯시 반 중에 언제지
3	오늘 다섯시랑 다섯시 반 중에 언제 회의가 시작하지
3	오늘 다섯시랑 다섯시 반 중에 회의가 언제 진행돼
3	내일 오후에요 열 두시랑 한 시중에 점심식사 되는 때가 언제인가요 부모님하고요
3	부모님과 점심식사 가능한 시간이 내일 오후 열두시하고 한 시중에 언제였나요
3	내일 오후 열두시하고 한 시 둘 중에 부모님이랑 점심식사가 되는 때가 언제인지 혹시 아십니까
